username,full_text,cleaned_text
anaktuhanbajah,@godblessmylif Maksudnya telbay di pinjol lain kak. Ngaruh juga soalnya,"['maksud', 'telat', 'bayar', 'pinjam', 'online', 'kak', 'ngaruh', 'soal']"
theonlydeys,@gofutin buat pinjol tuh,"['buat', 'pinjam', 'online', 'tuh']"
Mdprayogaaaa,@gofutin dahlah pinjol,"['dah', 'pinjam', 'online']"
imyourmione,@gofutin mau didaftarin pinjol,"['mau', 'didaftarin', 'pinjam', 'online']"
levodream,@gofutin Mau dipake buat pinjol bjir ,"['mau', 'pakai', 'buat', 'pinjam', 'online']"
trawbelies,@gofutin pinjol njir,"['pinjam', 'online', 'anjir']"
venomilie,@gofutin udah kek pinjol,"['kayak', 'pinjam', 'online']"
hokimpet,@GonzalitoSNFT DyctrnGyhKMcoZWTjGhXMW6Kc7RuR8TG45MJtJ2j5ZcH,['dyctrngyhkmcozwtjghxmwkcrurtgmjtjjzch']
dpeerlyn,@guitacs mau ku jadiin admin pinjol kak,"['mau', 'ku', 'jadi', 'admin', 'pinjam', 'online', 'kak']"
kyyawsa,@Gurllatan nNti Qm bWat pinJol YaNk ,"['kamu', 'bwat', 'pinjam', 'online', 'sayang']"
strxxngers,@gvrlxelf gak karena dunia ini penuh dengan kefanaan yang hakiki sehingga menimbulkan perpecahan sistematis yang dikontrol oleh pinjol jol jol tronjal tronjol,"['enggak', 'dunia', 'penuh', 'fana', 'hakiki', 'timbul', 'pecah', 'sistematis', 'kontrol', 'pinjam', 'online', 'jol', 'jol']"
nunaje_,@haaanchooo Udah lama ka tikom emang bisa akulak* krediv* sama itu dia punya tiketpaylet sendiri kerjasama ma indodan# Serem banget makanya kipopan zaman sekarang dipermudah jalur pinjol,"['lama', 'kak', 'tikom', 'memang', 'akulak', 'krediv', 'sama', 'dia', 'punya', 'tiketpaylet', 'sendiri', 'kerjasama', 'sama', 'indodan', 'seram', 'banget', 'makanya', 'kipopan', 'zaman', 'sekarang', 'mudah', 'jalur', 'pinjam', 'online']"
ansiiww,@Haegeu_ Pinjol sm slot Kek.. IH MON MAAP GA BAKAL TERTARIK GUA ANJ ,"['pinjam', 'online', 'sama', 'kayak', 'ih', 'mon', 'maaf', 'enggak', 'bakal', 'tarik', 'aku', 'anjing']"
sambelltrasi,@hai_aldiy Jangan sampai nyari tambahan lewat pinjol,"['jangan', 'cari', 'tambah', 'lewat', 'pinjam', 'online']"
pluviophile171,@haidamandatary @MorphoMenelausX @dadimdum Wkwkwk relate kejadian ini di adikku. Masih mending kalo cuma disuruh ngerjain. Eh anggaran kegiatannya ga cair cair malah disuruh nombokin. Mending kalo cm nombok sejuta dua juta. Ini belasan juta lho disuruh nombokin dulu pantes byk asn kejerat pinjol,"['wkwkwk', 'relate', 'jadi', 'di', 'adik', 'mending', 'kalau', 'cuma', 'suruh', 'ngerjain', 'eh', 'anggar', 'giat', 'enggak', 'cair', 'cair', 'malah', 'suruh', 'tombok', 'mending', 'kalau', 'cuma', 'nombok', 'juta', 'juta', 'bas', 'juta', 'loh', 'suruh', 'tombok', 'dulu', 'pantas', 'banyak', 'jerat', 'pinjam', 'online']"
ggbdlprmn,@halief Loh gampang banget. Sekarang udah banyak yang begitu. Caranya cuman 1: Ambil pinjol terus ga bayar. Niscaya duit yang nyari kita,"['loh', 'gampang', 'banget', 'sekarang', 'banyak', 'begitu', 'cara', 'cuman', 'ambil', 'pinjam', 'online', 'terus', 'enggak', 'bayar', 'niscaya', 'duit', 'cari']"
Sirlleem,@HalodocID @Manulife @ManulifeID Jd fungsi kartu hospital cashless nya untuk apaa yaaa?? Kl masi hrs di ribetkan hal2 begituan... SAYA SAKIT LOH mau berobat bukan mau daftar pinjaman online..,"['jadi', 'fungsi', 'kartu', 'hospital', 'nya', 'apa', 'kalo', 'harus', 'ribetkan', 'begitu', 'sakit', 'loh', 'mau', 'obat', 'bukan', 'mau', 'daftar', 'pinjam', 'online']"
Sirlleem,@HalodocID @ManulifeID @Manulife sy di rs indo. Di diagnosis usus buntu. Plan bsk ke penang berobat cashless. Trnyata sy hrs daftar halodoc. Isi data (kek pinjol) sampe hrs selfie dll... Trus di jwb. Kl brobat overseas hrs h-5 LAPOR dl n urus semua dok nya kl ga GA DPT JAMINAN,"['indonesia', 'diagnosis', 'usus', 'buntu', 'plan', 'besok', 'nang', 'obat', 'nyata', 'daftar', 'isi', 'data', 'kayak', 'pinjam', 'online', 'harus', 'selfie', 'terus', 'di', 'jawab', 'kalo', 'brobat', 'harus', 'h', 'lapor', 'dulu', 'n', 'urus', 'semua', 'dok', 'nya', 'kalo', 'enggak', 'enggak', 'jamin']"
panah_bintangku,@haloOCTA @daffana Ya Allah ini bikin pikiran kacau Teh. Sudah 3 thn lama bgt. Semoga tetep sehat teh. Bbrp kali saya baca thread org yg kena jeratan pinjol mereka memutuskan telat bayar sampe ada uang utk bayar. Bahkan byk yg memutuskan gagal bayar karena ga bisa lunasin.,"['tuhan', 'bikin', 'pikir', 'kacau', 'teh', 'tahun', 'lama', 'banget', 'moga', 'tetap', 'sehat', 'teh', 'beberapa', 'kali', 'baca', 'thread', 'orang', 'kena', 'jerat', 'pinjam', 'online', 'putus', 'telat', 'bayar', 'ada', 'uang', 'bayar', 'bahkan', 'banyak', 'putus', 'gagal', 'bayar', 'enggak', 'lunasin']"
daffana,@haloOCTA Innalillahi... itu punya pribadi atau punya keluarga lain kak... pinjol tuh bunga berbunga ngeri banget adek ku jg pernah kena,"['innalillahi', 'punya', 'pribadi', 'punya', 'keluarga', 'kak', 'pinjam', 'online', 'tuh', 'bunga', 'bunga', 'ngeri', 'banget', 'adek', 'ku', 'pernah', 'kena']"
Rinie_NOE_,@haloOCTA Loh mbak yang ngutang di case mbak itu belum telat bayar tapi udah sampe total 300 juta kah? Lgsg di puluhan pinjol dalam satu waktu gtu? Ya Allah ya Rabb Iya mba klo sodara org kantor emang sama telat juga. Tapi juga jadi bisa bayar pokoknya aja.,"['loh', 'mbak', 'hutang', 'case', 'mbak', 'belum', 'telat', 'bayar', 'sudah', 'total', 'juta', 'langsung', 'puluh', 'pinjam', 'online', 'satu', 'waktu', 'tuhan', 'ya', 'rabb', 'iya', 'mbak', 'kalo', 'saudara', 'orang', 'kantor', 'memang', 'sama', 'telat', 'tapi', 'jadi', 'bayar', 'pokok']"
Agusiryanies,@hanrilah orang macem gini tu yg sering kejerat pinjol. Jauhin aje pak atau gak berakin sekalian. 2024 mainanya norak bet.,"['orang', 'macam', 'begini', 'yang', 'sering', 'jerat', 'pinjam', 'online', 'jauh', 'pak', 'enggak', 'berakin', 'sekali', 'mainanya', 'norak', 'banget']"
rakyatbawah_,@hansssolo Ngutangnya ke Pinjol pake Nomor baru. Contact yg disave diHp cm Nomor-nomor telpon para Dosen + Rektor saja syukur2 punya dan nyimpen juga nomor tlp Pak Menteri Nadiem. Piye ??,"['hutang', 'pinjam', 'online', 'pakai', 'nomor', 'baru', 'contact', 'disave', 'dihp', 'cuma', 'nomor', 'nomor', 'telpon', 'dosen', 'rektor', 'syukur', 'punya', 'simpan', 'nomor', 'telepon', 'pak', 'menteri', 'piye']"
ambarrrae,@haqiiqik Pinjol mana yang menggentayangimu penn,"['pinjam', 'online', 'mana', 'gentayang', 'penn']"
kkmanti,@haris158O Duh... makin sedikit sisanya Semoga gak terjerat pinjol ,"['duh', 'makin', 'sedikit', 'sisa', 'moga', 'enggak', 'jerat', 'pinjam', 'online']"
_banggiel,@hddnjms Biar dapet nomornya buat pinjol,"['biar', 'nomor', 'buat', 'pinjam', 'online']"
needgodshelp_,@heewwoo Sama kak kadang makin merasa berdosa Krn kita pasti terpaksa boong dan bikin alasan biar mereka gak tau kita kelilit pinjol diusia muda ini,"['sama', 'kak', 'kadang', 'makin', 'rasa', 'dosa', 'paksa', 'bohong', 'bikin', 'alas', 'biar', 'enggak', 'tau', 'kita', 'lilit', 'pinjam', 'online', 'usia', 'muda']"
Aria_Consultant,@Hellobundah Kalo telatnya cuma bentar gaperlu ovt,"['kalau', 'telat', 'cuma', 'bentar', 'gaperlu', 'ovt']"
bstgirlfriend,@hellohanidu @idkme90 @ngopipagi923441 Kl butuh arahan boleh DM aku kak,"['kalo', 'butuh', 'arah', 'pesan', 'langsung', 'aku', 'kak']"
hapuskanpinjol,@Heraloebss jgn pernah membuat marah org yg sedang makan,"['jangan', 'pernah', 'buat', 'marah', 'orang', 'sedang', 'makan']"
Rakha_boumi,@hndsanjaya @PartaiSocmed Para pekerja makin terjerat pinjol,"['kerja', 'makin', 'jerat', 'pinjam', 'online']"
juwnvonn,@hooniecarteu @heestarforj @hoonra8 Akun pinjol tp dah ke sus semua ,"['akun', 'pinjam', 'online', 'deh', 'sus', 'semua']"
Rinji,@hpnni kan ke aku doang.. ga akan dipake pinjol kok (serius),"['kan', 'aku', 'doang', 'enggak', 'pakai', 'pinjam', 'online', 'kok', 'serius']"
xavsxz,@hrdbacot ujung2nya BI checking kan ? kalo eks pengguna pinjol yg masih kol 5 susah juga dpt,"['ujung', 'bi', 'periksa', 'kan', 'kalau', 'eks', 'guna', 'pinjam', 'online', 'masih', 'kol', 'susah', 'dapat']"
Rumah_Ketiga,@HusseinRuslan info pinjol dong,"['info', 'pinjam', 'online', 'dong']"
anyanyaaay,@iam_jellal @halofanny @Yareyare796385 @tanyakanrl Dengan kalimat lo yg ngatain orang juga ga buat lo keliatan pinter bang. Gua ga membenarkan pemerintah juga. Tapi faktanya memang beberapa persen orang indo itu ga bisa ngebedain mana keperluan mana kebutuhan. Dan data yg dia bilang juga valid banyak orang bundir karena pinjol.,"['kalimat', 'lo', 'katai', 'orang', 'enggak', 'buat', 'lo', 'lihat', 'pintar', 'bang', 'aku', 'enggak', 'benar', 'perintah', 'tapi', 'fakta', 'memang', 'beberapa', 'persen', 'orang', 'indonesia', 'enggak', 'beda', 'mana', 'perlu', 'mana', 'butuh', 'data', 'dia', 'bilang', 'valid', 'banyak', 'orang', 'bunuh', 'diri', 'pinjam', 'online']"
mtarktuan,@ibambamn ngapain pinjol dijual 10jt jg laku,"['apa', 'pinjam', 'online', 'jual', 'juta', 'laku']"
wawanharjanto,@ibnux Andre yg rajin jualan sahamnya mungkin kena pinjol,"['andre', 'rajin', 'jual', 'saham', 'mungkin', 'kena', 'pinjam', 'online']"
hapuskanpinjol,@ibnux kan sudah d jual ke tiktok,"['kan', 'di', 'jual']"
yeryeriw,@ibuperiyeri mau ak daftarin pinjol,"['mau', 'aku', 'daftar', 'pinjam', 'online']"
Rnggaarelja,@idextratime @bliblidotcom hahaha apes amat wei debut langsung merah,"['hahaha', 'apes', 'wei', 'debut', 'langsung', 'merah']"
grymsteke,@idextratime Petugas bea cukai vs pengutang pinjol,"['tugas', 'bea', 'cukai', 'utang', 'pinjam', 'online']"
ozannnying,@idextratime Udh kaya mau pinjol aja harus pake ktp,"['kayak', 'mau', 'pinjam', 'online', 'harus', 'pakai', 'kartu', 'tanda', 'duduk']"
aryangevin,@ihvjjktch @worksfess Kalau pinjol tuh bukannya harus pake foto selfie pegang ktp ya? Itu sebagai tanda persetujuan kalau calon debiturnya memang pengen pake jasa pinjol. Belum lagi nama rek juga harus sama dengan ktp. Kalau modalnya cuma pake ktp kayaknya engga bisa?,"['kalau', 'pinjam', 'online', 'tuh', 'bukan', 'pakai', 'foto', 'selfie', 'pegang', 'kartu', 'tanda', 'duduk', 'itu', 'tanda', 'tuju', 'kalau', 'calon', 'debitur', 'memang', 'pengin', 'pakai', 'jasa', 'pinjam', 'online', 'lagi', 'nama', 'rek', 'harus', 'sama', 'kartu', 'tanda', 'duduk', 'kalau', 'modal', 'cuma', 'pakai', 'kartu', 'tanda', 'duduk', 'kayak', 'enggak']"
SangGuru2471,@ike_hw71 @jokowi coba pinjol di gopay punyanya mas mentri.,"['coba', 'pinjam', 'online', 'punya', 'mas', 'menteri']"
pecintatehpoci_,@iloovegyu Kalo gitu pinjol deh 2jt aja tapi,"['kalau', 'pinjam', 'online', 'deh', 'juta', 'tapi']"
rainbowkitt,@in_makiy @mitarima @girlheavenysl @tanyakanrl bunga itu aturan dasarnya pertahun. jadi kalau ditulis bunga 2% itu 2% pertahun. kalau jadi 2% perbulan itu misleading bgt. tapi kalau credit card atau pinjol rata2 emg perbulan. mereka ga berani nulis bunga total pertahun karena terlalu besar ,"['bunga', 'atur', 'dasar', 'tahun', 'jadi', 'kalau', 'tulis', 'bunga', 'tahun', 'kalau', 'jadi', 'bulan', 'misleading', 'banget', 'kalau', 'credit', 'card', 'pinjam', 'online', 'rata', 'memang', 'bulan', 'enggak', 'berani', 'tulis', 'bunga', 'total', 'tahun', 'terlalu', 'besar']"
princeeyesmile,@IndiHomeCare saya juga bingung kenapa harus lampirkan selfie ktp? indihome ini pinjol atau aplikasi pinjam uang?,"['juga', 'bingung', 'harus', 'lampir', 'selfie', 'kartu', 'tanda', 'duduk', 'indihome', 'pinjam', 'online', 'aplikasi', 'pinjam', 'uang']"
ariyaniintanw,@indosatim3 emosi banget gue m3 ga bikin nyaman customer ny nomor tlfn gue bocor di tlfn in sama pinjol anjerrr lah pinjem juga kaga gue apalagi transkasi yg gituan.Seumur-umur gue pake perdana lain ga pernah bocor nomor ny. Emosi dari kemarin njir dri pagi sampe skrng di teror,"['emosi', 'banget', 'gue', 'sama', 'enggak', 'bikin', 'nyaman', 'customer', 'nya', 'nomor', 'telepon', 'gue', 'bocor', 'telepon', 'sama', 'pinjam', 'online', 'anjer', 'lah', 'pinjam', 'kagak', 'gue', 'transkasi', 'begitu', 'umur', 'umur', 'gue', 'pakai', 'perdana', 'enggak', 'pernah', 'bocor', 'nomor', 'nya', 'emosi', 'kemarin', 'anjir', 'pagi', 'sekarang', 'teror']"
amatrromaadhon,@indosatim3 Tapi kayak nya nomor nya pinjol min. Apakah diabaikan?,"['kayak', 'nya', 'nomor', 'nya', 'pinjam', 'online', 'min', 'abai']"
Rnggaarelja,@Indostransfer jaja keluar dds mulai keliatan,"['jaja', 'keluar', 'dds', 'mulai', 'lihat']"
madbudiharto,@indrahasto kebiasaan ngitung bunga kartu kredit dan pinjol,"['biasa', 'ngitung', 'bunga', 'kartu', 'kredit', 'pinjam', 'online']"
OcongReborn,@INEMgakSEXY09 kuliah bayarnya pake utang pinjol. lulus jd pengangguran lalu masuk ormas buat jadi DC pinjol ,"['kuliah', 'bayar', 'pakai', 'utang', 'pinjam', 'online', 'lulus', 'jadi', 'punya', 'kerja', 'lalu', 'masuk', 'ormas', 'buat', 'jadi', 'tagih', 'hutang', 'pinjam', 'online']"
silvrmistblue,@iniakunsambatje ak tuh agak shok td beb soalnya ak agak2 trauma sm yg namanya pinjol ,"['aku', 'tuh', 'shok', 'tadi', 'beb', 'soal', 'aku', 'trauma', 'sama', 'nama', 'pinjam', 'online']"
silvrmistblue,@iniakunsambatje EEHHH SAMAAA UYYY AK KIRA TD JUGA PINJOL AHAHAHAH ,"['eeh', 'sama', 'uy', 'aku', 'kira', 'tadi', 'pinjam', 'online', 'ahahahah']"
fitriqllhh,@inidailyvn mau ngasih tp takut buat pinjol ,"['mau', 'beri', 'takut', 'buat', 'pinjam', 'online']"
kucing43325,@inisikinci Menonjol bagaikan tunggakan pinjol,"['tonjol', 'bagai', 'tunggak', 'pinjam', 'online']"
hokimpet,@InjectiveKings @InjectiveCity 0xb824081d3984f08df13cf65688a01e6b06cfd101,['xbdfdfcfaebcfd']
abrahamiwan,@innovacommunity dulu tu ya dek ada namanya tekhnologi mutakhir e-ktp dana nya buset mahal bett....fungsinya di copy buat pengajuan kredit ama di poto buat pinjol ,"['dulu', 'ya', 'dek', 'nama', 'tekhnologi', 'mutakhir', 'e', 'kartu', 'tanda', 'duduk', 'dana', 'nya', 'buset', 'mahal', 'bett', 'fungsi', 'copy', 'buat', 'aju', 'kredit', 'sama', 'poto', 'buat', 'pinjam', 'online']"
arisyogaa,@innovacommunity Urusan sama negara lancar. Urusan sosial dd amburadul. Lha pie arep sosmedan opo bales wa orak iso. Wong hp lemot. Akhire upgrade hp. Butuhan omah ora kecandak. Bayar UKT ora kelar. Akhire pinjol. Lho lak dowo masalae,"['urus', 'sama', 'negara', 'lancar', 'urus', 'sosial', 'amburadul', 'lah', 'pie', 'arep', 'sosmedan', 'opo', 'balas', 'wa', 'orak', 'iso', 'wong', 'hp', 'lot', 'akhire', 'upgrade', 'hp', 'butuh', 'omah', 'ora', 'candak', 'bayar', 'uang', 'kuliah', 'tunggal', 'ora', 'kelar', 'akhire', 'pinjam', 'online', 'loh', 'lak', 'dowo', 'masalae']"
OktavTaa,@ino_wilmac Sebenernya banyak tp yg nyantol bgt tuh jangan sampe kamu pinjol ,"['benar', 'banyak', 'yang', 'nyantol', 'banget', 'tuh', 'jangan', 'kamu', 'pinjam', 'online']"
Mas_P4rjo,@investorgabut Bikin pinjol cepet banget dapet duit Sebulan keuntungan 10% ,"['bikin', 'pinjam', 'online', 'cepat', 'banget', 'duit', 'bulan', 'untung']"
Momuntabah,@investorgabut Bikin pinjol sih biar rakyat bisa pinjem duit karena ekonomi makin sulit. Daripada pinjem ke pinjol ilegal ye kan,"['bikin', 'pinjam', 'online', 'sih', 'biar', 'rakyat', 'pinjam', 'duit', 'ekonomi', 'makin', 'sulit', 'pinjam', 'pinjam', 'online', 'ilegal', 'ye', 'kan']"
sulaimanariefst,@investorgabut Bisa buat IKN dan pinjol...,"['buat', 'ikn', 'pinjam', 'online']"
acil_muhyidin,@investorgabut Buka pinjol. Menang banyak.,"['buka', 'pinjam', 'online', 'menang', 'banyak']"
chUiiy,@investorgabut Jawab serius yaa paling SUN. Atau properti. Pertambangan agak risiko yah kudu ada backing an. Lebih asik lagi di bitcoin. Klu mau aman pasti emas. Klu mau jahat pake buat dana pinjol. Beuh return berkali lipat itu cost kecil pula.,"['jawab', 'serius', 'paling', 'sun', 'properti', 'tambang', 'risiko', 'harus', 'backing', 'an', 'lebih', 'asik', 'di', 'bitcoin', 'kalau', 'mau', 'aman', 'emas', 'kalau', 'mau', 'jahat', 'pakai', 'buat', 'dana', 'pinjam', 'online', 'beuh', 'return', 'kali', 'lipat', 'cost', 'kecil']"
kribo_official,@investorgabut Pinjol. Bunga 20%. Mantep bgt,"['pinjam', 'online', 'bunga', 'mantap', 'banget']"
Sultankwkwkw,@investorgabut Putar buat JUDOL sama PINJOL,"['putar', 'buat', 'judi', 'online', 'sama', 'pinjam', 'online']"
elbellzbb,@inz_305 @rnlfln twitter bukan pinjol dik,"['bukan', 'pinjam', 'online', 'dik']"
ManusiaMe,@Irbah014 Pol mentok dikejar paylater dan pinjol kemudian bersikap minta dibelas kasihani atau kalau ndak itu ya paling nipu dg metode jasa pijat,"['pol', 'mentok', 'kejar', 'bayar', 'dan', 'pinjam', 'online', 'kemudian', 'sikap', 'minta', 'belas', 'kasihan', 'kalau', 'itu', 'paling', 'nipu', 'metode', 'jasa', 'pijat']"
inpestasibodong,@isaaxnewton Jebul dikasih bunga pinjol,"['jebul', 'kasih', 'bunga', 'pinjam', 'online']"
lessoqn,@itsowrelwho kalo pinjol kan cuma 2 pihak peminjam dan yang pinjam kalo gestun tuh 3 pihak owner toko dlu trs uang paylaternya cair ke jasa gest dlu baru ke customer,"['kalau', 'pinjam', 'online', 'kan', 'cuma', 'pihak', 'pinjam', 'yang', 'pinjam', 'kalau', 'gestun', 'tuh', 'pihak', 'owner', 'toko', 'dulu', 'terus', 'uang', 'paylaternya', 'cair', 'jasa', 'gest', 'dulu', 'baru', 'customer']"
magazinepopser,@itsvrencia Andai aja gua ga tergiur sama limit itu udah nyaman hidup njir,"['andai', 'aku', 'enggak', 'giur', 'sama', 'batas', 'sudah', 'nyaman', 'hidup', 'anjir']"
magazinepopser,@itsvrencia Bener ga segampang apa yang mereka bilang sebenernya tuh joki sama aja kayak tulob galob bedanya cuman ga masuk ojk aja ,"['benar', 'enggak', 'gampang', 'apa', 'mereka', 'bilang', 'benar', 'tuh', 'joki', 'sama', 'kayak', 'tutup', 'lubang', 'gali', 'lubang', 'beda', 'cuman', 'enggak', 'masuk', 'otoritas', 'jasa', 'uang']"
magazinepopser,@itsvrencia Halo kak bolehh semangat yesss btw ,"['halo', 'kak', 'bolehh', 'semangat', 'yes', 'btw']"
magazinepopser,@itsvrencia Kak jujur jangan joki pinjol nanti malah banyak tunggakan walau memang si itunya illegal mending telbay dulu ajaa,"['kak', 'jujur', 'jangan', 'joki', 'pinjam', 'online', 'malah', 'banyak', 'tunggak', 'memang', 'sih', 'itu', 'illegal', 'mending', 'telat', 'bayar', 'dulu']"
bashbuzzbass,@itsyagirlvan @Ponoodlebar belom tau kapan kak... masi kelilit pinjol,"['tau', 'kapan', 'kak', 'lilit', 'pinjam', 'online']"
urfriend_ai,@iunrva mw tambah 1 lagi gak biar 10? nanti ak tambahin nomor pinjol,"['mau', 'tambah', 'enggak', 'biar', 'aku', 'tambah', 'nomor', 'pinjam', 'online']"
pacarnyahengg,@ivaxipulll @Shandy_UN1TY STOP MENEKAN SPT PINJOL ,"['stop', 'tekan', 'pinjam', 'online']"
Havifah4,@IwanIwanely72 Kagak bakal ngerti bang soalnya otak nya mumet kek pinjol,"['enggak', 'bakal', 'erti', 'bang', 'soal', 'otak', 'nya', 'mumet', 'kayak', 'pinjam', 'online']"
vvonyuuong,@iwsohee No nya boleh ku pake untuk pinjol?,"['nya', 'ku', 'pakai', 'pinjam', 'online']"
sherinady,@jaegas @mailapiand sekalian pinejm nomornya buat jaminan pinjol ya,"['sekali', 'pinejm', 'nomor', 'buat', 'jamin', 'pinjam', 'online']"
ZHANGHAOIssue,@JAEHYUNIssue IYA CAKEP. 08 berapa? Diminta sama kang pinjol ,"['iya', 'cakep', 'berapa', 'minta', 'sama', 'kang', 'pinjam', 'online']"
bertidur,@jaekyungbf duitnya pinjol aja,"['duit', 'pinjam', 'online']"
KingDiablo___,@jankasikendor @spnicy + suka pinjol gk jelas buat apa paket komplit,"['suka', 'pinjam', 'online', 'enggak', 'jelas', 'buat', 'apa', 'paket', 'komplit']"
MbahNgabdul,@jansen_jsp @prabowo Halah... Tujuan utama biar semua pakai pinjol ,"['halah', 'tuju', 'utama', 'biar', 'semua', 'pakai', 'pinjam', 'online']"
mamooohts,@jansen_jsp Batalin bang kalo bisa Anda punya akses untuk itu. Masyarakat udh mumet cicilan kebutuhan hidup dll. Belum yg kena Pinjol/Semacamnya ini mah namanya membunuh dan memiskinkan masyarakat secara terstruktur!,"['batalin', 'bang', 'kalau', 'anda', 'punya', 'akses', 'itu', 'masyarakat', 'mumet', 'cicil', 'butuh', 'hidup', 'belum', 'kena', 'pinjam', 'online', 'macam', 'mah', 'nama', 'bunuh', 'miskin', 'masyarakat', 'struktur']"
BelengFull,@Jatayu_45back Kan 10 taon ini udah masuk PINJOL...yahh sudah lahh,"['kan', 'tahun', 'sudah', 'masuk', 'pinjam', 'online', 'sudah', 'lah']"
domdomd85875941,@Jatayu_45back Ngebet banget nyari jabatan dikejar pinjol tuch wan got....,"['banget', 'cari', 'jabat', 'kejar', 'pinjam', 'online', 'tuh', 'wan', 'got']"
anasabuabdillah,@jawafess Kecanduan Judol terlilit Pinjol dan akhirnya di pecat dari pekerjaan,"['candu', 'judi', 'online', 'lilit', 'pinjam', 'online', 'akhir', 'pecat', 'kerja']"
nshfr,@jawafess mokondo malah ngongkon bojoe kerjo njauk jatah duek ambek jatah ngono gak dikeki moro tangan lek entok jatah duek gae tuku rokok ambek ngopi lek duek e turah gae ngelonte kadang main slot lek boncos njukuk pinjol gae masang maneh urip stress kabeh wong dipateni,"['mokondo', 'malah', 'ngongkon', 'bojoe', 'kerjo', 'njauk', 'jatah', 'duek', 'ambek', 'jatah', 'ngono', 'enggak', 'keki', 'moro', 'tangan', 'lek', 'entok', 'jatah', 'duek', 'gae', 'tuku', 'rokok', 'ambek', 'ngopi', 'lek', 'duek', 'e', 'turah', 'gae', 'ngelonte', 'kadang', 'main', 'lek', 'boncos', 'njukuk', 'pinjam', 'online', 'gae', 'masang', 'maneh', 'urip', 'stres', 'kabeh', 'wong', 'paten']"
_SuaraSaya_,@jawafess Nganggur tapi pinjol,"['kerja', 'pinjam', 'online']"
PerdanaRan71597,@jawafess Pinjol buat beli cincin tunangan,"['pinjam', 'online', 'buat', 'beli', 'cincin', 'tunang']"
pampamcuwaps,@jeinassanthe Bukan main ternyata Jessica serius memberikan ponselnya pada sang tuan meski sudah memiliki nomer ponselnya. Jangan dipake buat pinjol yaa nona saya broke. Ucap sang tuan bercanda lalu tertawa sambil iseng mencubit pipi sang gadis. ( @jeinassanthe ),"['bukan', 'main', 'nyata', 'jessica', 'serius', 'beri', 'ponselnya', 'sang', 'tuan', 'meski', 'milik', 'nomor', 'ponselnya', 'jangan', 'pakai', 'buat', 'pinjam', 'online', 'nona', 'broke', 'ucap', 'sang', 'tuan', 'canda', 'lalu', 'tertawa', 'iseng', 'cubit', 'pipi', 'sang', 'gadis']"
sipiaja,@jembermfs share pengalaman ah.. pernah punya pacar aqua terus dipelakorin gemini. sekarang mereka dah lanjut mo 2 tahun dah tunangan juga. gak jadi nikah gara2 si gemininya kelilit pinjol kalo pacarannya si aqua cuek2 act of service si gemininya muka 2 katanya,"['share', 'alam', 'ah', 'pernah', 'punya', 'pacar', 'aqua', 'terus', 'dipelakorin', 'gemini', 'sekarang', 'deh', 'lanjut', 'mau', 'tahun', 'deh', 'tunang', 'enggak', 'jadi', 'nikah', 'gara', 'sih', 'gemini', 'lilit', 'pinjam', 'online', 'kalau', 'pacar', 'sih', 'aqua', 'cuek', 'act', 'of', 'service', 'sih', 'gemini', 'muka', 'kata']"
rhasyid22,@jembutawati @tanyakanrl bener banget nabung gak penting! yg penting sekarang pinjol dan judol ,"['benar', 'banget', 'nabung', 'enggak', 'penting', 'penting', 'sekarang', 'pinjam', 'online', 'judi', 'online']"
fergemii,@jemifou189 kayaknya kita harus pinjol pls foto ktp skrng jg!!!,"['kayak', 'harus', 'pinjam', 'online', 'foto', 'kartu', 'tanda', 'duduk', 'sekarang']"
niyyangamika,@jemifou189 yuk pinjol yuk,"['yuk', 'pinjam', 'online', 'yuk']"
ladlinaw,@jeoyshhh @inirahasia_a Dia mau pinjol ke kamu,"['mau', 'pinjam', 'online', 'kamu']"
onreveries,@jiseaok @neuko TAIII MAU DIJADIIN ASET PINJOL,"['tahi', 'mau', 'jadi', 'aset', 'pinjam', 'online']"
desirahma129724,@jjhpeachiesss @pho_tique Kasian bgt klo org gapunya yah masa cm kondangan hrus pinjol kan ga mungkin,"['kasihan', 'banget', 'kalo', 'orang', 'enggak', 'punya', 'masa', 'cuma', 'kondangan', 'pinjam', 'online', 'kan', 'enggak', 'mungkin']"
aneselalubenar,@joandreko @newsplatter Harusnya bypass aj pemerintah kalo BU lsg ke pinjol.,"['harus', 'bypass', 'perintah', 'kalau', 'bu', 'langsung', 'pinjam', 'online']"
Manusia0iLspill,@joandreko @newsplatter Pinjol kalau butuh duid ke rakyat jelata,"['pinjam', 'online', 'kalau', 'butuh', 'duid', 'rakyat', 'jelata']"
JaminangSkena,@jogmfs Bayar pinjol bayar token listrik bayar PBB,"['bayar', 'pinjam', 'online', 'bayar', 'token', 'listrik', 'bayar', 'pbb']"
plastik_salak,@jogmfs bayar tagihan pinjol bapak,"['bayar', 'tagih', 'pinjam', 'online', 'bapak']"
JaminangSkena,@jogmfs Bayar token listrik iuran BPJS iuran IPL bayar utang 30 juta je pinjol.,"['bayar', 'token', 'listrik', 'iur', 'iur', 'ipl', 'bayar', 'utang', 'juta', 'je', 'pinjam', 'online']"
